stud_number;first_name;last_name;gender;email;stud_role;asso_name;asso_desc
9287286;Marco;BROSSAS;H;marco.brossas@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
9287286;Marco;BROSSAS;H;marco.brossas@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
5390269;Philomène;DA SILVA;W;philomene.da silva@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
5390269;Philomène;DA SILVA;W;philomene.da silva@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
5390269;Philomène;DA SILVA;W;philomene.da silva@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
3654438;Walter;LAVENIER;H;walter.lavenier@centralesupelec.fr;member;Sono;
3654438;Walter;LAVENIER;H;walter.lavenier@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
3654438;Walter;LAVENIER;H;walter.lavenier@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
4071677;Marie-Joëlle;DEROUET;F;marie-joelle.derouet@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
4071677;Marie-Joëlle;DEROUET;F;marie-joelle.derouet@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
4071677;Marie-Joëlle;DEROUET;F;marie-joelle.derouet@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
9061188;Omar;BERTAUD;H;omar.bertaud@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9061188;Omar;BERTAUD;H;omar.bertaud@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8486227;Marie-Michèle;PERRAULT;fille;marie-michele.perrault@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
8486227;Marie-Michèle;PERRAULT;fille;marie-michele.perrault@centralesupelec.fr;member;Sono;
8486227;Marie-Michèle;PERRAULT;fille;marie-michele.perrault@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
1542780;Peggy;GENDRY;W;peggy.gendry@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
4207744;Gaby;PANNEAU;H;gaby.panneau@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
4207744;Gaby;PANNEAU;H;gaby.panneau@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
1810422;Mireille;LEGER;fille;mireille.leger@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9492774;Dorothée;PINARD;fille;dorothee.pinard@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
9492774;Dorothée;PINARD;fille;dorothee.pinard@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7145865;Fatma;COUVREUX;fille;fatma.couvreux@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
7145865;Fatma;COUVREUX;fille;fatma.couvreux@centralesupelec.fr;member;Impact;
3355919;Jean-Pol;BELNOU;M;jean-pol.belnou@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
3355919;Jean-Pol;BELNOU;M;jean-pol.belnou@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
6813274;Marietta;VION;F;marietta.vion@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6813274;Marietta;VION;F;marietta.vion@centralesupelec.fr;member;Impact;
6813274;Marietta;VION;F;marietta.vion@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1175545;Jacki;BEZIE;garçon;jacki.bezie@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
517862;Fleur;SECHER;fille;fleur.secher@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
517862;Fleur;SECHER;fille;fleur.secher@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
517862;Fleur;SECHER;fille;fleur.secher@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8147057;Florian;BEAUMONT;M;florian.beaumont@centralesupelec.fr;member;Impact;
8147057;Florian;BEAUMONT;M;florian.beaumont@centralesupelec.fr;member;Sono;
1950948;Marinette;CERISIER;fille;marinette.cerisier@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
1950948;Marinette;CERISIER;fille;marinette.cerisier@centralesupelec.fr;member;Sono;
7009087;Daniela;POILANE;fille;daniela.poilane@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
7009087;Daniela;POILANE;fille;daniela.poilane@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
7009087;Daniela;POILANE;fille;daniela.poilane@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
2319720;Hocine;CUSSONNEAU;garçon;hocine.cussonneau@centralesupelec.fr;member;Impact;
2319720;Hocine;CUSSONNEAU;garçon;hocine.cussonneau@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
8861766;Elvis;COSNARD;M;elvis.cosnard@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
8861766;Elvis;COSNARD;M;elvis.cosnard@centralesupelec.fr;member;Impact;
8861766;Elvis;COSNARD;M;elvis.cosnard@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6424608;Marie-Lise;JOUAN;F;marie-lise.jouan@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
6424608;Marie-Lise;JOUAN;F;marie-lise.jouan@centralesupelec.fr;member;Band'à Joe;la fanfare, où tout le monde débute un instrument et qui organise des voyages dans la France et l'Europe pour jouer de la musique
7206006;Jérémy;DESGRE;M;jeremy.desgre@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
7206006;Jérémy;DESGRE;M;jeremy.desgre@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
7206006;Jérémy;DESGRE;M;jeremy.desgre@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
5704838;Emmanuel;CHOLLET;garçon;emmanuel.chollet@centralesupelec.fr;member;Sono;
5704838;Emmanuel;CHOLLET;garçon;emmanuel.chollet@centralesupelec.fr;member;Toucan Déchaîné;le journal de l'école, impartial et omniscient, il est au coeur de l'actualité et n'hésite pas à révéler les plus grands scandales
455099;Antoinette;PERRAULT;fille;antoinette.perrault@centralesupelec.fr;member;Sono;
455099;Antoinette;PERRAULT;fille;antoinette.perrault@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
4121585;Colombe;LENOGUE;fille;colombe.lenogue@centralesupelec.fr;member;Barco;installation et exploitation de materiel video
4121585;Colombe;LENOGUE;fille;colombe.lenogue@centralesupelec.fr;member;Junior CentraleSupelec (JCS);Junior Entreprise de CS, cette association d'étudiants a vocation économique et pédagogique mais a but non lucratif permet aux eleves de monter en compétences en leur proposant de réaliser des missions pour des clients
9695784;Conchita;ROHARD;F;conchita.rohard@centralesupelec.fr;member;Impact;
9695784;Conchita;ROHARD;F;conchita.rohard@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
934964;Anny;VOISINE;fille;anny.voisine@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6876230;Bérénice;VRAIN;fille;berenice.vrain@centralesupelec.fr;member;BDE;représente les élèves de CentraleSupélec auprès de la direction et coordonne la vie associative sur le campus
6876230;Bérénice;VRAIN;fille;berenice.vrain@centralesupelec.fr;member;Cheer Up;une association qui accompagne des jeunes de 15 à 25 ans malades du cancer et les aide à réaliser leur projet
6876230;Bérénice;VRAIN;fille;berenice.vrain@centralesupelec.fr;member;SBCS;Composé des deux associations (Sono et Barco), cette association...
7224833;Mariannick;DERSOIR;F;mariannick.dersoir@centralesupelec.fr;member;BDA;l’asso qui s’occupe de tout ce qui est artistique sur le campus. Ça passe par l’organisation d’évènements tout au long de l’année, la gestion de Clubs artistes dans de nombreux domaines différents et la mise en place d’une billetterie en ligne permettant d’avoir des tarifs préférentiels dans des salles de spectacle parisiennes.
8261444;Anick;PICHAUD;W;anick.pichaud@centralesupelec.fr;member;FACS;Fédération d'associations de CS, cadre légal et financier d'une partie de l'associatif de CentraleSupélec, distribue des subventions et organise la coopération entre les associations
